0,[0, 0, 0, 0, 0, 0, 0, 0]
0,[-2140343, -1362581, -1080204, -1720992, -4612831, 255206, -556096, -1002300]
0,[-2140049, -1362418, -1079911, -1719477, -4617055, 255579, -555774, -1001915]
0,[-2141171, -1363618, -1080957, -1717731, -4615035, 254727, -557569, -1002906]
1,[-2141764, -1364411, -1081419, -1719299, -4612119, 254457, -558436, -1003309]
1,[-2142022, -1364891, -1081627, -1720566, -4612384, 254172, -558210, -1003406]
1,[-2142546, -1365501, -1082108, -1715431, -4611744, 253799, -558126, -1003762]
1,[-2142554, -1365529, -1082110, -1710522, -4611191, 254038, -557871, -1003467]
1,[-2142449, -1365289, -1081942, -1711751, -4611142, 254370, -558037, -1003014]
1,[-2142412, -1365172, -1081649, -1716971, -4611478, 254654, -559018, -1002861]
1,[-2142616, -1365874, -1081856, -1716971, -4610001, 254276, -558944, -1003627]
1,[-2142569, -1366307, -1081891, -1712672, -4609774, 254002, -558240, -1004058]
1,[-2142067, -1366282, -1081166, -1709200, -4610809, 254317, -558010, -1003636]
1,[-2142220, -1367006, -1081496, -1708632, -4608850, 254106, -557952, -1003869]
1,[-2141759, -1366726, -1081175, -1713687, -4608779, 254419, -558095, -1003360]
1,[-2140762, -1365929, -1080344, -1719502, -4613366, 255102, -557364, -1002496]
1,[-2140558, -1365936, -1080282, -1718211, -4616736, 255158, -556736, -1002296]
1,[-2140466, -1365872, -1080218, -1715306, -4618963, 255164, -556509, -1001862]
1,[-2140989, -1366476, -1080452, -1716604, -4620129, 254894, -556982, -1002065]
1,[-2141340, -1366816, -1080392, -1722546, -4621622, 254972, -557425, -1002095]
1,[-2142097, -1367566, -1080898, -1724029, -4622079, 254724, -557741, -1002392]
1,[-2142844, -1368566, -1081577, -1716867, -4619376, 254058, -557749, -1003062]
1,[-2144260, -1370292, -1083014, -1703342, -4609772, 252740, -559356, -1004849]
1,[-2143996, -1370211, -1082819, -1700822, -4604981, 252828, -560649, -1004649]
1,[-2143187, -1369762, -1082131, -1709467, -4607822, 253379, -560429, -1004084]
1,[-2142432, -1369421, -1081674, -1714619, -4610595, 253878, -558392, -1003797]
1,[-2142820, -1369888, -1082094, -1708021, -4607397, 253645, -558399, -1004206]
1,[-2142454, -1369663, -1081724, -1703157, -4606744, 253752, -558471, -1003894]
1,[-2142292, -1369664, -1081397, -1705680, -4608022, 253928, -558677, -1003806]
1,[-2142544, -1369883, -1081402, -1711286, -4608051, 253931, -559198, -1004026]
1,[-2142699, -1370142, -1081080, -1714799, -4609316, 253842, -559238, -1004109]
1,[-2142274, -1369966, -1080461, -1711862, -4610178, 254305, -557932, -1003341]
1,[-2142364, -1370298, -1080849, -1706764, -4609939, 254301, -557891, -1003152]
1,[-2141739, -1369936, -1080331, -1711290, -4613808, 254913, -557592, -1002504]
1,[-2141926, -1370384, -1080544, -1716991, -4614961, 254981, -557867, -1002810]
1,[-2143221, -1371794, -1081967, -1712304, -4607908, 253849, -559057, -1003984]
1,[-2143352, -1371924, -1082129, -1708874, -4607681, 253764, -559289, -1003756]
1,[-2143449, -1372098, -1082271, -1705111, -4608556, 253725, -559166, -1003616]
1,[-2143516, -1372336, -1082381, -1703854, -4606434, 253621, -559110, -1003685]
1,[-2142885, -1371924, -1081723, -1709170, -4606432, 254191, -558991, -1003178]
1,[-2142799, -1372171, -1081653, -1711476, -4605751, 254059, -558975, -1003461]
1,[-2143276, -1372872, -1082171, -1707216, -4604549, 253551, -558402, -1004139]
1,[-2143526, -1373078, -1082394, -1701328, -4602896, 253391, -559128, -1004247]
1,[-2143017, -1372579, -1081775, -1703181, -4603492, 254028, -559116, -1003369]
1,[-2142484, -1372112, -1081044, -1713169, -4608539, 254879, -558472, -1002642]
1,[-2143156, -1372924, -1081614, -1714197, -4607267, 254418, -558688, -1003331]
1,[-2143604, -1373446, -1082150, -1708783, -4605159, 253931, -559037, -1003787]
1,[-2143237, -1373196, -1081839, -1703889, -4604979, 254197, -558642, -1003477]
1,[-2142694, -1372671, -1080890, -1706223, -4607106, 254899, -558591, -1002824]
1,[-2141896, -1371809, -1079801, -1715751, -4611848, 255868, -558139, -1001781]
1,[-2142284, -1372294, -1080374, -1718682, -4612756, 255596, -557802, -1002047]
1,[-2143297, -1373522, -1081584, -1710348, -4607832, 254393, -558559, -1003206]
1,[-2143711, -1374039, -1082125, -1701570, -4603424, 253776, -559260, -1003547]
1,[-2142862, -1373442, -1081342, -1704782, -4606209, 254587, -559114, -1002749]
1,[-2141337, -1372337, -1079867, -1717268, -4614206, 255929, -558098, -1001228]
1,[-2141237, -1372852, -1079884, -1722246, -4617534, 255778, -557577, -1001338]
1,[-2142741, -1374826, -1081431, -1714662, -4613501, 254096, -558460, -1002957]
1,[-2143795, -1376023, -1082402, -1705330, -4608675, 253314, -559791, -1003960]
1,[-2143326, -1375609, -1081687, -1704917, -4607726, 253964, -559542, -1003349]
1,[-2142575, -1375168, -1080791, -1713615, -4611494, 254768, -558421, -1002495]
1,[-2143037, -1375662, -1081026, -1715454, -4610442, 254619, -558727, -1002688]
1,[-2143217, -1375982, -1081021, -1711581, -4609340, 254416, -558826, -1002981]
1,[-2143191, -1376155, -1080942, -1707994, -4610766, 254399, -558754, -1003058]
1,[-2143283, -1376525, -1081119, -1706764, -4609556, 254236, -559135, -1003102]
1,[-2142115, -1375661, -1079645, -1715679, -4613765, 255227, -558539, -1002269]
1,[-2141794, -1375509, -1079130, -1721701, -4617475, 255284, -557971, -1002306]
1,[-2141196, -1375126, -1078926, -1721161, -4620900, 255693, -557331, -1001844]
1,[-2141983, -1376041, -1079768, -1713569, -4619151, 255094, -558220, -1002257]
1,[-2141422, -1375646, -1079211, -1715807, -4622490, 255848, -557797, -1001522]
1,[-2141423, -1375632, -1079062, -1722898, -4625786, 256204, -558150, -1001166]
1,[-2142554, -1376872, -1080169, -1721566, -4622006, 255234, -558643, -1002115]
1,[-2142661, -1377160, -1080498, -1715064, -4618410, 255044, -558361, -1002301]
1,[-2142714, -1377119, -1080525, -1710380, -4619007, 255252, -558558, -1002091]
1,[-2143720, -1377924, -1081157, -1706833, -4615661, 254716, -560024, -1002866]
1,[-2143539, -1377783, -1080707, -1712137, -4616093, 255316, -559951, -1002676]
1,[-2143971, -1378457, -1081130, -1712367, -4612815, 254908, -559732, -1003143]
1,[-2144589, -1379225, -1081816, -1706017, -4608367, 254247, -560131, -1003606]
1,[-2145306, -1380296, -1082702, -1696367, -4602372, 253543, -561034, -1004304]
1,[-2144387, -1379702, -1081794, -1699199, -4604699, 254354, -560573, -1003329]
1,[-2143231, -1378863, -1080732, -1711060, -4611802, 255429, -559422, -1002206]
1,[-2142871, -1378732, -1080486, -1717667, -4615415, 255769, -558753, -1001799]
1,[-2143272, -1379214, -1080718, -1713773, -4614282, 255415, -558714, -1001987]
1,[-2144030, -1380236, -1081181, -1704009, -4609442, 254631, -559461, -1002786]
1,[-2143615, -1380101, -1080636, -1703559, -4609121, 255005, -559659, -1002551]
1,[-2142804, -1379572, -1079777, -1712871, -4613610, 255760, -559009, -1001712]
1,[-2142106, -1379224, -1079371, -1720037, -4617751, 256217, -558121, -1001141]
1,[-2142739, -1380072, -1080347, -1715189, -4615601, 255585, -558496, -1001869]
1,[-2142974, -1380450, -1080645, -1708452, -4613898, 255311, -559309, -1002207]
1,[-2142350, -1380057, -1079946, -1710525, -4616912, 256061, -559361, -1001539]
1,[-2140660, -1378608, -1078310, -1722752, -4625661, 257803, -557655, -999893]
1,[-2141049, -1379157, -1078741, -1727429, -4628181, 257483, -557125, -1000391]
1,[-2141637, -1380084, -1079429, -1722462, -4626387, 256719, -557295, -1000973]
1,[-2141322, -1380232, -1079268, -1720092, -4629958, 256743, -557097, -1000811]
1,[-2140951, -1380235, -1078809, -1721359, -4633417, 257259, -557126, -1000611]
1,[-2140139, -1379305, -1077857, -1729822, -4639043, 258262, -557024, -999482]
1,[-2140063, -1379086, -1077882, -1736134, -4643707, 258310, -556323, -999286]
1,[-2139927, -1379042, -1077781, -1734352, -4646468, 258199, -555861, -999019]
1,[-2140196, -1379546, -1077771, -1728477, -4647691, 257824, -556571, -999369]
1,[-2140888, -1380441, -1078416, -1723787, -4645413, 257331, -557484, -1000201]
1,[-2141135, -1380912, -1078769, -1726734, -4645172, 257130, -557772, -1000387]
1,[-2141891, -1382089, -1079664, -1726479, -4642221, 256401, -558215, -1001314]
