status, ch0, ch1, ch2, ch3, ch4, ch5, ch6, ch7 
0,-5194927,-5048335,-5105527,-2289996,-4942966,-4942184,-5304289,-963601 
0,-5194744,-5050652,-5102554,-2296073,-4944923,-4944320,-5306949,-956676 
0,-5190466,-5054872,-5091814,-2290315,-4949373,-4948967,-5311472,-975382 
0,-5187348,-5054041,-5087259,-2271761,-4948646,-4948638,-5310765,-977884 
0,-5190321,-5050103,-5095983,-2267166,-4944995,-4944551,-5306382,-961363 
0,-5195381,-5048384,-5106408,-2297263,-4943317,-4942257,-5304339,-974537 
0,-5194736,-5050792,-5102315,-2300787,-4944872,-4944297,-5307092,-964699 
0,-5189839,-5054606,-5090306,-2279355,-4948617,-4948588,-5311278,-957587 
0,-5187472,-5054029,-5087351,-2262652,-4948627,-4948557,-5310721,-961441 
0,-5191074,-5050364,-5097529,-2276163,-4945549,-4944892,-5306365,-974765 
0,-5195847,-5048617,-5107571,-2313703,-4943863,-4942667,-5304264,-1001517 
0,-5194957,-5051111,-5103189,-2322065,-4945594,-4944800,-5307336,-1001807 
0,-5189911,-5054821,-5090862,-2302900,-4949011,-4948861,-5311301,-1000198 
0,-5187467,-5053982,-5087742,-2283914,-4948554,-4948566,-5310612,-1000352 
0,-5190754,-5050099,-5096934,-2283329,-4944829,-4944475,-5306422,-988709 
0,-5195141,-5048319,-5105535,-2295555,-4942719,-4942122,-5304336,-971326 
0,-5194481,-5051056,-5101535,-2296057,-4945100,-4944676,-5307259,-957741 
0,-5189922,-5054911,-5090611,-2287271,-4949226,-4949074,-5311592,-973539 
0,-5187955,-5054254,-5088801,-2283024,-4949098,-4948835,-5310752,-997878 
0,-5191485,-5050511,-5098796,-2299918,-4945627,-4944798,-5306445,-1015482 
0,-5195734,-5048766,-5107344,-2323197,-4943539,-4942563,-5304449,-1018229 
0,-5194776,-5051467,-5102381,-2324487,-4945605,-4945060,-5307521,-1008854 
0,-5189662,-5055025,-5090074,-2302392,-4949041,-4949019,-5311636,-1003700 
0,-5187737,-5054223,-5088201,-2288301,-4948662,-4948587,-5310580,-1010319 
0,-5191066,-5050228,-5097439,-2289892,-4944760,-4944496,-5306197,-1000410 
0,-5195531,-5048665,-5106046,-2304896,-4943041,-4942423,-5304361,-987695 
0,-5194856,-5051704,-5101721,-2310964,-4945727,-4945219,-5307579,-986070 
0,-5189300,-5054889,-5089038,-2287166,-4948769,-4948868,-5311615,-977905 
0,-5187454,-5053856,-5087379,-2268140,-4948258,-4948334,-5310434,-975063 
0,-5191453,-5050332,-5098086,-2278115,-4945216,-4944712,-5306348,-977566 
0,-5195551,-5048743,-5106194,-2299551,-4943327,-4942541,-5304548,-975912 
0,-5194432,-5051572,-5100982,-2300636,-4945699,-4945146,-5307776,-967062 
0,-5189407,-5054996,-5089262,-2282988,-4949136,-4949124,-5311659,-970309 
0,-5187681,-5053943,-5088112,-2269707,-4948369,-4948347,-5310094,-976342 
0,-5191325,-5050107,-5097806,-2273138,-4944509,-4944251,-5306087,-966816 
0,-5195899,-5048815,-5106474,-2293458,-4943346,-4942540,-5304915,-963119 
0,-5194157,-5051549,-5100445,-2292919,-4945514,-4945159,-5307937,-953015 
0,-5189379,-5055061,-5089151,-2272187,-4949174,-4949235,-5311832,-950842 
0,-5188466,-5054197,-5089581,-2273969,-4949116,-4948931,-5310722,-981697 
0,-5192122,-5050329,-5099702,-2291828,-4945204,-4944641,-5306251,-997194 
0,-5195956,-5048951,-5106784,-2307566,-4943331,-4942487,-5304472,-986908 
0,-5194099,-5051754,-5099892,-2297623,-4945390,-4945044,-5307847,-961922 
0,-5188953,-5055059,-5088033,-2267245,-4948788,-4948936,-5312005,-943812 
0,-5187817,-5053640,-5088081,-2257081,-4948231,-4948176,-5310373,-953261 
0,-5191773,-5049808,-5098767,-2271903,-4944646,-4944161,-5306027,-961241 
0,-5195891,-5048551,-5106556,-2293593,-4943391,-4942501,-5304677,-960159 
0,-5194507,-5051861,-5100911,-2302099,-4946221,-4945687,-5308141,-967557 
0,-5189006,-5055108,-5088192,-2272392,-4949012,-4949192,-5311737,-951994 
0,-5187891,-5053644,-5088234,-2256287,-4948176,-4948123,-5310220,-950358 
0,-5192447,-5050088,-5100046,-2278752,-4945178,-4944451,-5306172,-970439 
0,-5196526,-5049262,-5107620,-2306418,-4943956,-4943041,-5305070,-980339 
0,-5194428,-5052304,-5100424,-2304005,-4946209,-4945846,-5308385,-970927 
0,-5189419,-5055412,-5088817,-2281442,-4949421,-4949522,-5312089,-968263 
0,-5188155,-5053759,-5088771,-2266325,-4948178,-4948269,-5310389,-968192 
0,-5192181,-5049952,-5099451,-2276197,-4944576,-4944147,-5306039,-965904 
0,-5196004,-5048985,-5106365,-2291523,-4943190,-4942548,-5304877,-954352 
0,-5194346,-5052392,-5099942,-2290596,-4946241,-4945847,-5308425,-947642 
