status, ch0, ch1, ch2, ch3, ch4, ch5, ch6, ch7 
0,-5279439,-5168812,-5182201,-2437767,-5049471,-5066906,-5427459,-1007036 
0,-5285767,-5165690,-5196766,-2462406,-5046345,-5063312,-5423877,-1011597 
0,-5287049,-5166762,-5197497,-2476244,-5046822,-5063936,-5424938,-1004752 
0,-5281481,-5170834,-5182822,-2459141,-5050421,-5068047,-5429672,-995123 
0,-5276952,-5172242,-5173554,-2435505,-5052011,-5069841,-5431196,-997475 
0,-5279739,-5169113,-5182531,-2438076,-5049320,-5066804,-5427370,-1007631 
0,-5285861,-5165982,-5196848,-2462663,-5046339,-5063239,-5423706,-1011590 
0,-5286899,-5166978,-5197027,-2474752,-5046846,-5063827,-5424930,-1002497 
0,-5281504,-5171202,-5182499,-2458736,-5050540,-5068175,-5429764,-995764 
0,-5276972,-5172317,-5173553,-2436259,-5052082,-5069960,-5431140,-1000117 
0,-5279627,-5168766,-5182752,-2440058,-5049234,-5066669,-5427216,-1011232 
0,-5285828,-5165644,-5196957,-2463139,-5046159,-5063090,-5423692,-1012636 
0,-5286811,-5166840,-5197059,-2476010,-5046977,-5063894,-5424931,-1005577 
0,-5281256,-5171068,-5182226,-2459188,-5050613,-5068255,-5429664,-998186 
0,-5276947,-5172294,-5173741,-2437870,-5052047,-5069933,-5431003,-1004050 
0,-5280030,-5169097,-5183246,-2441036,-5049383,-5066869,-5427317,-1012586 
0,-5286046,-5165877,-5197233,-2464399,-5046357,-5063361,-5423776,-1013909 
0,-5286844,-5167096,-5196716,-2474341,-5047077,-5064236,-5425194,-1003030 
0,-5281007,-5171128,-5181634,-2456064,-5050618,-5068304,-5429854,-994363 
0,-5276756,-5172101,-5173387,-2434927,-5051544,-5069625,-5431044,-1000128 
0,-5279989,-5168772,-5183355,-2440374,-5048772,-5066396,-5427174,-1011495 
0,-5285937,-5165701,-5197224,-2463806,-5045967,-5063029,-5423426,-1012210 
0,-5286567,-5166987,-5196407,-2474346,-5046896,-5064012,-5424966,-1002736 
0,-5280659,-5170991,-5181239,-2456741,-5050382,-5068154,-5429740,-995906 
0,-5276568,-5171868,-5173219,-2434035,-5051435,-5069542,-5430901,-998723 
0,-5280069,-5168511,-5183537,-2439023,-5048745,-5066307,-5427144,-1008661 
0,-5286168,-5165747,-5197591,-2463916,-5046273,-5063166,-5423741,-1011815 
0,-5286649,-5167296,-5196308,-2474848,-5047090,-5064196,-5425440,-1004027 
0,-5280626,-5171363,-5180758,-2455362,-5050347,-5068138,-5429926,-995344 
0,-5276708,-5172159,-5173389,-2433864,-5051553,-5069615,-5430736,-999677 
0,-5280166,-5168539,-5183765,-2438010,-5048692,-5066192,-5426709,-1007009 
0,-5286131,-5165532,-5197374,-2461857,-5045927,-5062892,-5423407,-1008074 
0,-5286551,-5167091,-5195837,-2471134,-5046984,-5064191,-5425262,-998431 
0,-5280684,-5171330,-5180727,-2452756,-5050691,-5068350,-5430081,-992254 
0,-5276877,-5172048,-5173587,-2431263,-5051666,-5069569,-5430965,-996214 
0,-5280388,-5168372,-5184296,-2438457,-5048641,-5066208,-5426676,-1007353 
0,-5286336,-5165589,-5197799,-2462694,-5045889,-5063066,-5423422,-1008604 
0,-5286667,-5167470,-5195816,-2471599,-5047234,-5064486,-5425559,-999106 
0,-5280652,-5171556,-5180501,-2453097,-5050892,-5068716,-5430183,-993957 
0,-5276851,-5172015,-5173797,-2434161,-5051642,-5069686,-5430727,-1002490 
0,-5280452,-5168396,-5184525,-2439956,-5048487,-5066047,-5426348,-1010261 
0,-5286366,-5165694,-5197753,-2463322,-5045809,-5062876,-5423250,-1009491 
0,-5286326,-5167417,-5195266,-2471104,-5046994,-5064200,-5425466,-998985 
0,-5280401,-5171441,-5179946,-2451438,-5050808,-5068632,-5430301,-992462 
0,-5276666,-5171612,-5173447,-2431289,-5051409,-5069414,-5430704,-997983 
0,-5280446,-5167983,-5184609,-2439084,-5048446,-5065819,-5426451,-1008086 
0,-5286449,-5165490,-5197772,-2462954,-5046016,-5062899,-5423502,-1008187 
0,-5286341,-5167461,-5195038,-2470949,-5047306,-5064449,-5425635,-999111 
0,-5280079,-5171342,-5179472,-2451075,-5050737,-5068460,-5430081,-993502 
