status, ch0, ch1, ch2, ch3, ch4, ch5, ch6, ch7 
0,-4922074,-4836318,-5069197,-2381358,-4753402,-4578993,-5066814,-893970 
0,-4924652,-4836487,-5069408,-2394948,-4753632,-4578917,-5070632,-886340 
0,-4918759,-4842314,-5074551,-2386452,-4759836,-4585511,-5070970,-876895 
0,-4912824,-4845392,-5077252,-2367695,-4763207,-4589343,-5067316,-879857 
0,-4915077,-4841424,-5073721,-2365649,-4759177,-4585277,-5064863,-891004 
0,-4922296,-4836326,-5069159,-2383014,-4753922,-4579333,-5066990,-895676 
0,-4924744,-4836827,-5069571,-2396834,-4754366,-4579302,-5070669,-889016 
0,-4918827,-4842799,-5074897,-2388265,-4760507,-4585827,-5071066,-881021 
0,-4913007,-4845593,-5077351,-2371568,-4763408,-4589421,-5067442,-887604 
0,-4915372,-4841399,-5073610,-2369202,-4758906,-4584884,-5064975,-897007 
0,-4922514,-4836311,-5069133,-2383326,-4753506,-4578850,-5067161,-895907 
0,-4924727,-4837016,-5069825,-2395322,-4754436,-4579476,-5070802,-886516 
0,-4918652,-4843000,-5075163,-2385189,-4760662,-4586274,-5071006,-877098 
0,-4912978,-4845517,-5077428,-2366357,-4763181,-4589327,-5067301,-880159 
0,-4915469,-4841092,-5073428,-2365002,-4758443,-4584341,-5064911,-890021 
0,-4922734,-4836124,-5069046,-2382629,-4753493,-4578616,-5067374,-893589 
0,-4924751,-4837057,-5069901,-2395201,-4754371,-4579376,-5071059,-885508 
0,-4918456,-4843078,-5075238,-2384740,-4760549,-4586014,-5071061,-876541 
0,-4912921,-4845463,-5077304,-2366228,-4762974,-4589145,-5067071,-880133 
0,-4915892,-4841054,-5073364,-2365714,-4758476,-4584449,-5064960,-890258 
0,-4922997,-4836106,-5068956,-2383482,-4753501,-4578557,-5067590,-893527 
0,-4924640,-4837213,-5070037,-2395916,-4754857,-4579654,-5071134,-886226 
0,-4918239,-4843313,-5075525,-2384552,-4761221,-4586568,-5070952,-877377 
0,-4912954,-4845448,-5077419,-2365909,-4763147,-4589382,-5067131,-880694 
0,-4916154,-4840848,-5073296,-2366362,-4758381,-4584368,-5065141,-890837 
0,-4923308,-4836122,-5068997,-2384833,-4753364,-4578547,-5067829,-894263 
0,-4924682,-4837443,-5070246,-2395516,-4754754,-4579875,-5071394,-884575 
0,-4918142,-4843498,-5075763,-2383586,-4761159,-4586624,-5071054,-876214 
0,-4913196,-4845454,-5077560,-2366237,-4763554,-4589209,-5067079,-881623 
0,-4916544,-4840707,-5073213,-2367391,-4758468,-4584059,-5065186,-892127 
0,-4923615,-4836057,-5069009,-2385563,-4753351,-4578438,-5067861,-894370 
0,-4924643,-4837561,-5070346,-2396711,-4754877,-4579857,-5071241,-886288 
