status, ch0, ch1, ch2, ch3, ch4, ch5, ch6, ch7 
0,-5164953,-5020082,-5065001,-2135815,-4915879,-4911419,-5268578,-982057 
0,-5165422,-5016661,-5071031,-2133800,-4913145,-4908322,-5264843,-987302 
0,-5170574,-5014423,-5084938,-2153837,-4911133,-4905631,-5262187,-990989 
0,-5173632,-5016166,-5088708,-2171501,-4912434,-4906772,-5263922,-992272 
0,-5169984,-5019760,-5075731,-2159633,-4915202,-4910443,-5267942,-985836 
0,-5164991,-5020200,-5064741,-2134502,-4915807,-4911539,-5268692,-981661 
0,-5165335,-5016680,-5070623,-2129011,-4912980,-4908332,-5264957,-980679 
0,-5170334,-5014331,-5084218,-2143821,-4910803,-4905571,-5262229,-974837 
0,-5173256,-5015991,-5087756,-2156814,-4912191,-4906810,-5263924,-967958 
0,-5169806,-5019559,-5075473,-2147499,-4915382,-4910586,-5267984,-965481 
0,-5165213,-5020217,-5065614,-2131948,-4916436,-4911907,-5268826,-976899 
0,-5165618,-5016699,-5071484,-2132286,-4913350,-4908512,-5265004,-985865 
0,-5170712,-5014421,-5085045,-2150475,-4911211,-4905747,-5262258,-985714 
0,-5173404,-5016029,-5087964,-2165524,-4912315,-4906855,-5263889,-983027 
0,-5169825,-5019634,-5075192,-2152514,-4915392,-4910580,-5268038,-975125 
0,-5165001,-5020096,-5064820,-2130637,-4916166,-4911667,-5268708,-976086 
0,-5165636,-5016661,-5071490,-2132909,-4913328,-4908461,-5264867,-987457 
0,-5170661,-5014359,-5084904,-2151713,-4911068,-4905672,-5262137,-988174 
0,-5173344,-5016062,-5087846,-2164391,-4912341,-4906847,-5263804,-981257 
0,-5169785,-5019662,-5075224,-2153452,-4915476,-4910606,-5267945,-977028 
0,-5165117,-5020030,-5065334,-2136466,-4916255,-4911746,-5268634,-986209 
0,-5165831,-5016631,-5072090,-2141108,-4913549,-4908599,-5264784,-1001534 
0,-5170387,-5014066,-5084844,-2156761,-4910936,-4905490,-5261874,-997301 
0,-5173027,-5015676,-5087683,-2167276,-4912126,-4906659,-5263589,-986991 
0,-5169489,-5019294,-5074938,-2155637,-4915242,-4910522,-5267654,-981581 
0,-5164822,-5019799,-5065019,-2136009,-4915971,-4911619,-5268322,-986243 
0,-5165410,-5016279,-5071348,-2134462,-4912865,-4908112,-5264461,-990684 
0,-5170476,-5014030,-5084826,-2151304,-4910727,-4905366,-5261741,-987493 
0,-5173289,-5015849,-5087887,-2164445,-4912280,-4906609,-5263564,-981574 
0,-5169362,-5019278,-5074632,-2150189,-4915077,-4910175,-5267472,-972527 
0,-5164471,-5019474,-5064419,-2124413,-4915427,-4911022,-5267927,-966624 
0,-5165297,-5015949,-5071597,-2126299,-4912672,-4907779,-5264057,-975836 
0,-5170679,-5013991,-5085653,-2149430,-4910925,-4905411,-5261568,-982677 
0,-5173444,-5015973,-5088627,-2167442,-4912405,-4906850,-5263495,-985481 
0,-5169805,-5019639,-5075757,-2158220,-4915447,-4910537,-5267639,-985507 
0,-5165229,-5020041,-5065938,-2137621,-4916189,-4911524,-5268289,-988770 
0,-5165943,-5016525,-5072662,-2139495,-4913269,-4908032,-5264384,-998702 
