0,[-7966951, -7299848, -7244071, -5430552, -6162606, -7757291, -6989384, -7856712]
0,[-7966800, -7293521, -7232023, -5427932, -6162939, -7759518, -6988851, -7856899]
0,[-7967146, -7296346, -7227789, -5429814, -6163111, -7758520, -6987156, -7856795]
0,[-7967448, -7304591, -7228576, -5434193, -6163124, -7755579, -6986321, -7856251]
0,[-7967423, -7307569, -7223905, -5435719, -6163301, -7754567, -6988332, -7856153]
0,[-7966972, -7299387, -7202477, -5431106, -6163247, -7757379, -6989933, -7856522]
0,[-7966822, -7291914, -7196626, -5426010, -6162489, -7759659, -6988101, -7856712]
0,[-7967124, -7293352, -7206827, -5425284, -6161406, -7758657, -6984888, -7856560]
0,[-7967362, -7300366, -7222037, -5427508, -6160263, -7755607, -6982398, -7856124]
0,[-7967201, -7302336, -7233042, -5427036, -6159309, -7754400, -6983016, -7855931]
0,[-7966692, -7293556, -7234420, -5420956, -6158519, -7757139, -6984024, -7856238]
0,[-7966592, -7286004, -7239293, -5415792, -6157795, -7759521, -6982579, -7856507]
0,[-7966888, -7288053, -7256894, -5416236, -6157550, -7758567, -6980326, -7856376]
0,[-7967213, -7296149, -7261737, -5420326, -6157412, -7755629, -6979035, -7856009]
0,[-7967163, -7299138, -7257676, -5421901, -6157291, -7754489, -6980781, -7855922]
0,[-7966699, -7291070, -7244160, -5418119, -6157362, -7757256, -6982929, -7856229]
0,[-7966569, -7283809, -7231174, -5414888, -6157417, -7759626, -6982403, -7856429]
0,[-7966812, -7286083, -7226743, -5417066, -6157713, -7758632, -6980945, -7856236]
0,[-7967100, -7294025, -7227549, -5421927, -6157732, -7755662, -6979742, -7855807]
0,[-7967118, -7296932, -7223031, -5423871, -6157803, -7754542, -6981386, -7855756]
0,[-7966666, -7288607, -7201899, -5419305, -6157738, -7757286, -6983310, -7856071]
0,[-7966569, -7280519, -7196389, -5413985, -6156991, -7759776, -6981671, -7856312]
0,[-7966795, -7281603, -7206698, -5413466, -6156246, -7758845, -6978590, -7856081]
0,[-7967076, -7288586, -7222049, -5415981, -6155320, -7755886, -6976340, -7855636]
0,[-7966926, -7290963, -7233436, -5415825, -6154414, -7754521, -6976967, -7855427]
0,[-7966446, -7282396, -7235072, -5409996, -6153817, -7757177, -6978364, -7855711]
0,[-7966333, -7274286, -7238974, -5404467, -6153070, -7759658, -6976951, -7855956]
0,[-7966656, -7275697, -7256416, -5404611, -6152633, -7758816, -6974497, -7855842]
0,[-7966961, -7283737, -7262142, -5409062, -6152679, -7755842, -6973266, -7855434]
0,[-7966856, -7287458, -7258566, -5411395, -6152907, -7754441, -6975043, -7855243]
0,[-7966389, -7280365, -7245624, -5408258, -6153471, -7757070, -6977556, -7855562]
0,[-7966373, -7273634, -7232924, -5405347, -6153763, -7759655, -6977264, -7855947]
0,[-7966534, -7275886, -7227857, -5407009, -6153814, -7758662, -6975486, -7855702]
0,[-7966847, -7284278, -7228557, -5411955, -6153920, -7755699, -6974309, -7855327]
0,[-7966745, -7288144, -7224649, -5414008, -6154086, -7754244, -6975934, -7855154]
0,[-7966340, -7280606, -7203694, -5409684, -6154046, -7756910, -6977808, -7855519]
0,[-7966268, -7272747, -7196777, -5404437, -6153202, -7759496, -6976457, -7855836]
0,[-7966451, -7273944, -7206576, -5403617, -6152030, -7758562, -6973174, -7855618]
0,[-7966654, -7281193, -7221717, -5405819, -6150783, -7755489, -6970448, -7855126]
0,[-7966574, -7284180, -7233309, -5405654, -6149601, -7753968, -6970579, -7854984]
0,[-7966222, -7276034, -7234972, -5399951, -6148802, -7756715, -6971785, -7855437]
0,[-7966161, -7268252, -7238167, -5394642, -6148189, -7759340, -6970527, -7855791]
0,[-7966487, -7269736, -7255622, -5394784, -6147629, -7758622, -6968012, -7855727]
0,[-7966732, -7278002, -7262802, -5399579, -6147589, -7755585, -6966569, -7855301]
0,[-7966650, -7282462, -7259534, -5402346, -6147703, -7753997, -6968059, -7855141]
0,[-7966175, -7275560, -7246564, -5399232, -6148149, -7756562, -6970574, -7855434]
0,[-7966045, -7268829, -7233810, -5396477, -6148594, -7759070, -6970706, -7855665]
0,[-7966375, -7270827, -7228591, -5398248, -6148729, -7758397, -6968921, -7855638]
0,[-7966627, -7278990, -7229011, -5402967, -6148602, -7755352, -6967427, -7855227]
0,[-7966507, -7283422, -7225841, -5405658, -6148697, -7753678, -6968851, -7854996]
0,[-7966126, -7276310, -7205469, -5401717, -6148697, -7756212, -6971153, -7855369]
0,[-7966024, -7268695, -7196832, -5396498, -6148002, -7758759, -6970019, -7855667]
0,[-7966154, -7269691, -7206192, -5395639, -6147137, -7758074, -6967016, -7855412]
0,[-7966494, -7277034, -7221132, -5397919, -6145886, -7755196, -6963998, -7855096]
0,[-7966566, -7280604, -7233043, -5398166, -6144849, -7753747, -6964011, -7855113]
0,[-7966013, -7272794, -7234976, -5392679, -6144119, -7756171, -6965295, -7855344]
0,[-7965751, -7264730, -7237392, -5387288, -6143259, -7758669, -6963882, -7855505]
0,[-7966052, -7265959, -7254544, -5387331, -6142882, -7758106, -6961294, -7855454]
0,[-7966398, -7274661, -7264200, -5392821, -6143297, -7755239, -6960215, -7855112]
0,[-7966340, -7279461, -7261466, -5395941, -6143678, -7753606, -6961727, -7854964]
0,[-7965801, -7273021, -7248919, -5393139, -6144217, -7755938, -6964380, -7855231]
0,[-7965589, -7266272, -7236046, -5390557, -6144841, -7758493, -6964537, -7855454]
0,[-7965864, -7268256, -7230737, -5392506, -6145326, -7757924, -6962947, -7855387]
0,[-7966124, -7276720, -7231322, -5397522, -6145541, -7754943, -6961680, -7854973]
0,[-7966115, -7281653, -7228903, -5400317, -6145898, -7753281, -6963276, -7854830]
0,[-7965806, -7275544, -7210023, -5397324, -6146579, -7755826, -6966241, -7855279]
0,[-7965676, -7267970, -7197967, -5392577, -6146240, -7758490, -6965780, -7855577]
0,[-7965746, -7268491, -7206561, -5391449, -6145371, -7757772, -6962839, -7855297]
0,[-7966057, -7275626, -7221619, -5393757, -6144366, -7754857, -6959982, -7854942]
0,[-7966073, -7279251, -7233691, -5393862, -6143244, -7753176, -6959831, -7854831]
0,[-7965662, -7271624, -7235717, -5388154, -6142447, -7755611, -6961173, -7855183]
0,[-7965434, -7263369, -7238411, -5382484, -6141754, -7758246, -6959902, -7855399]
0,[-7965731, -7264209, -7255254, -5382459, -6141487, -7757803, -6957384, -7855389]
0,[-7966048, -7272434, -7262558, -5387237, -6141703, -7754912, -6955917, -7855047]
0,[-7965952, -7277387, -7259881, -5390127, -6141867, -7753062, -6957157, -7854812]
0,[-7965549, -7271141, -7247484, -5387351, -6142307, -7755433, -6959782, -7855167]
0,[-7965297, -7263920, -7234212, -5384342, -6142775, -7758056, -6959807, -7855348]
0,[-7965436, -7265192, -7228174, -5385720, -6142967, -7757524, -6957822, -7855154]
0,[-7965686, -7273256, -7228432, -5390484, -6142972, -7754570, -6956079, -7854714]
0,[-7965827, -7278339, -7225705, -5393351, -6143026, -7752893, -6957175, -7854680]
0,[-7965447, -7271708, -7205438, -5389342, -6142958, -7755259, -6959311, -7855062]
0,[-7965250, -7263392, -7196607, -5383447, -6142239, -7757965, -6958186, -7855343]
0,[-7965394, -7263724, -7205386, -5382299, -6141360, -7757473, -6955190, -7855171]
0,[-7965638, -7270879, -7220341, -5384844, -6140373, -7754524, -6952247, -7854723]
0,[-7965626, -7275239, -7232821, -5385588, -6139325, -7752639, -6952111, -7854521]
0,[-7965175, -7268317, -7235042, -5380364, -6138532, -7754891, -6953504, -7854824]
0,[-7965069, -7260478, -7237596, -5374994, -6137976, -7757717, -6952701, -7855187]
0,[-7965385, -7261488, -7254347, -5374983, -6137712, -7757431, -6950334, -7855209]
0,[-7965664, -7269679, -7261954, -5379574, -6137803, -7754533, -6948546, -7854803]
0,[-7965631, -7275238, -7259788, -5382791, -6138046, -7752592, -6949770, -7854583]
0,[-7965214, -7269304, -7247509, -5380084, -6138471, -7754849, -6952549, -7854912]
0,[-7965041, -7261781, -7233889, -5376869, -6138896, -7757631, -6952829, -7855209]
0,[-7965193, -7262680, -7227551, -5378067, -6139001, -7757209, -6951051, -7855058]
0,[-7965447, -7270422, -7227606, -5382692, -6139035, -7754312, -6949214, -7854620]
0,[-7965436, -7275657, -7225075, -5385874, -6139219, -7752336, -6950241, -7854403]
0,[-7965086, -7269371, -7205142, -5382516, -6139346, -7754611, -6952876, -7854801]
0,[-7964874, -7260857, -7196319, -5377012, -6138675, -7757377, -6952209, -7855064]
0,[-7965052, -7260606, -7205064, -5375847, -6137953, -7757055, -6949317, -7854963]
0,[-7965296, -7267217, -7220050, -5378098, -6136967, -7754171, -6946339, -7854511]
0,[-7965333, -7271373, -7232825, -5378791, -6135948, -7752199, -6945879, -7854294]
0,[-7964900, -7264277, -7235150, -5373508, -6135232, -7754341, -6947331, -7854587]
0,[-7964786, -7255723, -7237319, -5368276, -6134719, -7757287, -6946744, -7854976]
